Run;K;sample;LnProbData;meanLnLikelihood;varianceLnLikelihood;meanAlpha
19;10;8;-552.4;-411.0;282.7;0.0586
40;5;3;-737.4;-445.7;583.6;0.1455
13;5;9;-605.9;-580.0;51.8;5.812
11;4;10;-635.8;-459.5;352.5;0.0944
31;9;5;-659.5;-415.4;488.2;0.0612
3;5;9;-970.8;-468.5;1004.6;0.0804
30;6;2;-620.3;-480.5;279.7;0.0824
8;10;1;-692.1;-670.4;43.5;5.7895
14;3;7;-586.6;-455.6;262.1;0.1229
26;7;6;-648.8;-439.1;419.4;0.0566
43;9;2;-1728.4;-501.5;2453.8;0.3504
10;9;8;-542.4;-406.4;271.9;0.0633
42;6;5;-634.3;-410.5;447.6;0.066
27;8;1;-889.1;-512.9;752.5;0.05
28;5;1;-772.9;-504.4;537.0;0.0542
32;5;4;-1168.8;-529.0;1279.7;4.6557
9;8;6;-676.6;-442.7;467.7;0.0522
40;10;2;-2459.3;-532.7;3853.1;2.3293
32;10;1;-697.3;-671.2;52.2;7.1184
6;9;7;-708.3;-445.1;526.3;0.0623
18;2;6;-573.2;-505.1;136.4;0.2297
38;3;10;-575.9;-455.9;239.8;0.0861
29;6;5;-2269.0;-473.7;3590.6;2.1236
43;5;1;-704.6;-502.7;403.9;0.0527
27;4;2;-601.3;-483.6;235.3;0.1402
28;9;2;-1561.1;-503.7;2114.7;0.4887
32;9;7;-683.4;-448.4;470.0;0.0627
17;3;5;-610.7;-419.5;382.4;0.0948
36;3;8;-546.1;-419.3;253.5;0.1447
25;7;4;-574.9;-554.4;41.0;6.2517
8;3;6;-642.7;-440.4;404.6;0.0657
4;5;5;-650.6;-409.5;482.2;0.0798
24;8;3;-531.1;-512.3;37.6;7.1346
7;2;7;-511.2;-467.0;88.4;0.1579
41;6;7;-582.7;-558.4;48.4;5.9372
31;5;6;-806.3;-451.2;710.2;0.0756
33;10;3;-786.0;-442.8;686.4;0.0928
28;10;4;-650.8;-551.8;197.9;2.4694
22;4;4;-866.8;-545.6;642.4;4.9531
8;2;9;-1098.5;-539.2;1118.5;0.9754
49;8;7;-695.4;-440.2;510.3;0.0657
7;3;8;-1052.1;-424.0;1256.0;0.2329
46;5;7;-1149.6;-453.1;1393.0;0.2691
36;6;6;-1261.7;-467.6;1588.2;0.2339
12;3;3;-780.7;-446.6;668.1;0.1645
38;4;1;-751.4;-502.1;498.5;0.0566
37;9;1;-3674.6;-612.0;6125.2;2.8446
41;3;9;-649.5;-575.5;148.0;3.1333
43;2;10;-549.9;-467.8;164.1;0.0727
42;10;6;-684.5;-443.8;481.5;0.0489
44;6;1;-789.2;-508.5;561.3;0.0501
21;8;5;-607.0;-414.6;384.7;0.0675
20;7;2;-648.3;-481.9;332.8;0.087
1;8;4;-571.8;-555.2;33.1;6.4375
8;7;1;-760.0;-502.9;514.2;0.0485
45;9;6;-596.1;-573.1;45.9;6.3432
30;10;5;-556.3;-533.4;45.9;6.0037
50;4;3;-702.0;-439.4;525.2;0.1362
17;10;10;-619.2;-469.0;300.5;0.0696
21;4;6;-650.4;-437.3;426.3;0.0634
45;5;5;-661.7;-414.5;494.4;0.0809
29;10;6;-754.9;-449.1;611.5;0.0503
18;7;8;-558.5;-539.0;38.9;6.056
35;6;4;-1044.5;-527.6;1033.8;0.9707
11;3;1;-813.3;-539.4;547.8;0.0674
9;9;9;-952.0;-466.0;972.1;0.0569
26;2;8;-531.0;-442.3;177.4;0.0895
6;8;8;-638.0;-411.0;454.0;0.0636
34;9;3;-839.1;-439.6;799.0;0.1247
22;8;7;-754.6;-448.8;611.6;0.0655
47;6;3;-532.9;-512.4;40.9;6.9129
31;10;7;-681.7;-445.0;473.4;0.0595
49;4;4;-1107.0;-506.1;1201.8;0.4756
43;10;4;-607.7;-551.3;112.9;3.266
14;6;9;-1091.0;-462.3;1257.4;0.0671
46;9;4;-578.5;-554.9;47.2;5.8963
16;7;10;-629.5;-460.3;338.4;0.0811
28;2;10;-667.7;-472.7;390.1;0.0906
39;7;5;-639.7;-416.4;446.5;0.0781
3;4;6;-642.5;-438.5;408.1;0.0618
38;8;2;-1058.6;-486.9;1143.5;0.2126
37;5;2;-604.6;-480.3;248.5;0.1087
50;9;5;-607.0;-418.0;378.0;0.0651
35;7;1;-744.7;-501.9;485.7;0.0494
11;2;4;-760.9;-505.5;510.7;0.3269
34;8;6;-645.8;-440.3;410.9;0.0512
39;10;3;-1089.9;-474.5;1230.9;0.8981
6;7;10;-580.6;-558.7;43.8;6.3789
21;5;3;-724.8;-435.7;578.2;0.1167
1;4;4;-576.1;-554.0;44.2;5.7205
2;3;6;-754.5;-451.5;606.0;0.0734
21;10;2;-604.6;-480.8;247.6;0.0653
1;10;3;-890.3;-438.1;904.5;0.1932
38;9;7;-579.7;-559.2;40.9;5.2429
37;4;7;-597.7;-449.3;296.8;0.1055
47;7;6;-1318.7;-453.8;1729.8;0.1966
22;9;2;-643.4;-482.0;322.9;0.069
49;5;1;-2135.9;-528.3;3215.3;0.2465
23;6;5;-707.8;-414.7;586.1;0.0694
32;3;10;-580.8;-559.0;43.5;7.7833
30;2;9;-610.0;-513.1;193.8;0.093
46;8;1;-838.6;-508.7;659.8;0.0499
36;7;3;-1166.8;-485.2;1363.3;4.2005
12;2;6;-579.3;-505.4;147.8;0.2271
5;6;2;-630.1;-479.3;301.6;0.0772
38;10;1;-692.7;-669.2;47.0;3.8627
3;8;6;-2228.6;-516.6;3423.9;1.0952
38;5;4;-629.5;-550.8;157.4;2.7472
37;8;4;-655.1;-548.5;213.2;2.3128
22;5;1;-920.2;-516.0;808.3;0.0582
15;4;8;-507.2;-409.9;194.5;0.1282
48;6;5;-631.7;-410.9;441.6;0.0706
49;9;2;-623.5;-480.4;286.1;0.069
46;4;2;-596.2;-482.9;226.6;0.128
2;10;1;-692.1;-670.4;43.5;5.7895
9;5;9;-1632.1;-530.5;2203.2;1.9514
50;5;6;-634.7;-436.6;396.1;0.0599
34;4;5;-638.3;-413.6;449.4;0.0908
6;4;8;-507.0;-411.0;191.9;0.1232
19;5;9;-1552.0;-515.7;2072.6;0.8333
14;9;10;-622.2;-471.4;301.7;0.0755
16;8;9;-947.2;-459.4;975.6;0.0562
44;7;4;-888.0;-535.2;705.7;1.4543
45;8;3;-530.2;-511.9;36.7;4.4932
20;6;7;-663.8;-452.3;423.0;0.0804
13;10;8;-2445.8;-453.2;3985.3;1.0213
32;8;2;-614.9;-481.1;267.5;0.0758
9;4;6;-623.7;-441.6;364.3;0.0625
20;3;9;-600.8;-579.2;43.4;4.8403
33;7;5;-640.1;-416.5;447.0;0.0641
6;5;7;-668.4;-447.0;442.8;0.0936
22;2;10;-553.2;-468.3;169.8;0.0711
5;2;5;-610.1;-466.1;287.9;0.1662
49;10;4;-571.6;-554.8;33.6;4.5296
43;4;4;-720.1;-545.7;348.8;1.4148
27;5;7;-644.5;-448.4;392.4;0.0901
28;8;7;-1720.1;-531.9;2376.5;3.4116
31;4;3;-1044.3;-452.6;1183.3;0.6174
3;9;9;-927.0;-473.9;906.3;0.0585
7;10;7;-581.5;-559.5;43.9;4.0559
25;6;1;-886.4;-516.5;739.9;0.0567
12;7;8;-523.5;-408.2;230.6;0.076
40;8;5;-674.6;-414.4;520.5;0.0622
23;10;6;-591.6;-574.1;34.9;5.247
41;7;2;-1136.8;-491.4;1290.8;0.2273
24;9;6;-595.3;-573.2;44.3;4.1411
47;2;8;-531.0;-440.9;180.1;0.0891
30;7;7;-687.5;-441.8;491.3;0.0676
14;2;2;-611.8;-518.5;186.6;0.0885
40;4;6;-758.9;-441.4;634.9;0.0653
2;7;1;-2166.3;-525.3;3282.1;0.5053
4;9;5;-672.4;-416.1;512.6;0.0611
24;5;5;-631.1;-414.9;432.3;0.0806
48;10;6;-844.6;-449.6;789.9;0.0577
49;2;10;-549.3;-467.6;163.3;0.0728
32;4;1;-719.3;-500.7;437.3;0.0535
18;3;3;-637.7;-437.5;400.5;0.1268
4;10;5;-549.4;-533.1;32.5;6.771
50;10;7;-680.6;-452.0;457.1;0.0599
43;8;7;-643.2;-450.0;386.5;0.064
26;6;3;-733.8;-438.3;590.9;0.1044
27;9;4;-574.9;-554.1;41.5;6.2382
2;2;9;-976.3;-526.1;900.5;0.5923
28;4;4;-945.8;-528.3;835.0;1.4315
22;10;4;-575.9;-554.1;43.6;6.3662
31;6;9;-965.3;-477.2;976.1;0.0699
22;2;5;-568.4;-443.2;250.5;0.0871
33;7;10;-1642.2;-504.9;2274.5;1.9199
46;3;6;-597.1;-438.9;316.3;0.0621
14;10;7;-1423.4;-461.1;1924.5;0.4002
9;7;2;-631.6;-481.2;300.8;0.0794
12;5;2;-603.7;-483.1;241.3;0.1125
41;5;8;-1582.4;-429.7;2305.3;0.6285
6;6;3;-532.6;-512.7;39.8;6.1443
50;2;2;-633.6;-523.5;220.2;0.1459
5;4;9;-761.5;-484.2;554.5;0.1016
11;9;3;-529.8;-513.7;32.1;5.1941
34;3;1;-716.5;-531.3;370.3;0.0602
42;9;9;-893.0;-477.6;830.7;0.0638
10;6;4;-765.2;-543.9;442.5;2.7933
40;8;10;-1527.4;-488.9;2077.0;0.928
21;2;7;-513.2;-466.3;93.9;0.1473
2;4;5;-598.1;-409.3;377.5;0.0878
1;3;7;-581.8;-453.8;255.9;0.1208
15;10;5;-725.0;-416.3;617.4;0.0672
45;3;4;-868.2;-501.1;734.3;0.2637
24;5;10;-597.3;-457.4;279.7;0.0872
26;4;9;-764.9;-486.7;556.5;0.0952
32;10;10;-630.4;-472.8;315.1;0.0703
29;9;9;-597.0;-578.8;36.4;7.5364
4;10;10;-1723.9;-513.0;2421.7;3.2712
49;2;5;-688.2;-528.6;319.2;4.2608
12;9;1;-1159.1;-527.0;1264.2;0.0526
25;8;8;-532.3;-407.8;249.0;0.0659
37;3;3;-580.6;-449.7;261.8;0.1333
13;6;6;-763.7;-440.2;647.0;0.0584
7;9;4;-577.4;-554.8;45.1;4.1628
40;3;2;-600.7;-485.9;229.6;0.1203
13;3;8;-506.6;-415.3;182.6;0.1352
50;9;10;-578.1;-558.5;39.3;4.1995
24;2;1;-675.3;-596.5;157.7;0.1708
8;8;5;-2134.3;-457.1;3354.5;1.2671
16;10;3;-656.0;-442.6;426.9;0.0827
14;5;6;-633.8;-437.7;392.2;0.0604
1;2;8;-536.1;-444.9;182.5;0.1048
32;3;5;-596.0;-421.4;349.1;0.0863
23;6;10;-615.5;-457.0;317.1;0.0776
21;7;9;-2347.9;-487.3;3721.2;0.5791
18;4;7;-664.0;-447.0;433.9;0.1053
17;9;7;-587.3;-559.9;55.0;6.3718
35;9;8;-525.3;-407.6;235.4;0.064
24;10;9;-1034.5;-494.9;1079.1;0.1673
27;2;3;-720.1;-504.9;430.4;1.4497
17;10;1;-941.0;-520.4;841.1;0.0494
5;5;6;-637.8;-444.9;385.9;0.0597
6;2;4;-915.1;-532.8;764.5;1.7496
19;7;3;-651.9;-431.2;441.4;0.0851
18;8;4;-659.0;-549.6;218.8;3.9914
48;6;10;-630.8;-466.7;328.2;0.0866
9;3;5;-594.5;-425.6;337.7;0.0983
17;5;4;-578.1;-554.7;46.8;8.5817
39;8;9;-1039.5;-485.5;1108.0;0.094
36;5;9;-599.2;-579.3;39.9;5.5687
34;4;10;-599.1;-461.2;275.8;0.0893
31;3;7;-580.2;-451.7;257.1;0.1195
15;6;2;-616.9;-480.6;272.6;0.0881
46;6;8;-537.7;-409.9;255.7;0.081
14;9;5;-624.5;-414.5;419.9;0.0578
19;6;6;-660.1;-441.1;437.8;0.0522
18;9;1;-1693.0;-655.3;2075.4;5.7594
20;5;8;-508.2;-408.5;199.3;0.0971
17;4;1;-777.5;-505.3;544.4;0.0572
50;6;9;-987.7;-481.3;1012.9;0.0704
43;2;5;-555.8;-534.8;41.9;6.291
27;3;6;-602.9;-440.4;325.1;0.0629
31;2;2;-656.9;-529.3;255.1;0.1858
15;7;7;-668.5;-447.0;443.0;0.07
23;9;9;-1475.7;-471.4;2008.5;0.204
21;8;10;-627.2;-464.0;326.4;0.0791
38;10;10;-644.6;-471.7;345.8;0.069
7;5;4;-1192.1;-525.6;1332.9;3.395
4;2;6;-575.8;-506.6;138.4;0.2702
8;4;5;-607.0;-420.3;373.6;0.0916
48;9;9;-2189.1;-533.4;3311.3;3.1967
45;5;10;-643.9;-462.1;363.6;0.0865
47;4;9;-816.9;-488.6;656.6;0.0966
14;4;3;-622.0;-437.9;368.2;0.1346
40;2;7;-518.4;-466.8;103.3;0.1485
24;3;4;-973.2;-514.3;917.8;0.5156
37;7;8;-542.2;-408.6;267.2;0.0731
5;9;6;-2456.8;-526.0;3861.6;2.4773
44;8;8;-577.8;-414.7;326.1;0.069
16;7;5;-743.1;-414.8;656.6;0.0662
18;5;2;-606.9;-481.6;250.7;0.113
17;8;2;-613.0;-480.7;264.6;0.0783
3;7;2;-637.4;-479.7;315.4;0.0767
39;7;10;-634.1;-461.2;345.8;0.0807
28;2;5;-561.9;-444.4;235.0;0.0817
5;8;9;-1846.2;-502.0;2688.5;0.8783
11;4;5;-639.0;-408.2;461.7;0.0941
21;3;2;-604.7;-485.2;238.9;0.121
36;10;8;-1230.4;-423.0;1614.8;0.1869
31;9;10;-668.5;-466.8;403.5;0.0753
33;8;9;-1822.5;-549.5;2546.0;2.7537
45;2;1;-1165.7;-614.4;1102.7;0.3605
42;6;10;-623.6;-463.4;320.4;0.0796
3;3;5;-2332.2;-472.2;3719.9;1.7155
40;7;9;-942.2;-470.6;943.1;0.0697
12;8;4;-643.7;-549.4;188.7;2.6823
37;2;6;-625.1;-509.1;231.9;0.2834
13;7;3;-665.3;-438.1;454.5;0.1079
30;4;8;-502.9;-410.5;184.9;0.1286
12;4;7;-580.6;-458.6;244.0;0.1081
29;6;10;-1312.0;-537.0;1550.1;4.4211
38;3;5;-647.4;-423.7;447.3;0.0913
45;10;9;-598.0;-578.2;39.6;4.753
17;3;10;-603.0;-455.2;295.7;0.0836
4;3;9;-625.0;-488.0;273.9;0.1021
15;2;9;-608.4;-511.8;193.3;0.1001
46;2;3;-541.5;-455.3;172.3;0.1535
11;8;6;-2850.9;-500.5;4700.8;1.3452
50;3;7;-570.6;-450.6;239.9;0.1175
27;6;8;-559.1;-539.0;40.1;6.7526
34;2;4;-869.4;-541.0;656.6;3.3932
10;7;1;-801.8;-505.5;592.6;0.0495
2;8;5;-641.5;-408.0;467.0;0.061
19;3;8;-515.7;-415.2;201.0;0.1416
4;6;1;-812.5;-504.4;616.1;0.0511
44;2;7;-512.3;-465.5;93.6;0.1507
20;3;4;-864.9;-539.0;651.8;4.5387
33;7;8;-1470.7;-425.5;2090.5;0.436
4;5;8;-563.3;-410.0;306.4;0.1032
41;5;10;-621.2;-457.8;326.7;0.0854
43;4;9;-1053.0;-492.5;1121.0;0.1974
10;4;3;-532.1;-512.3;39.4;6.6793
48;3;6;-702.5;-446.7;511.6;0.0691
1;9;6;-592.6;-572.7;39.9;7.8375
40;8;8;-618.2;-413.7;408.9;0.0697
8;6;3;-634.3;-430.3;408.0;0.0881
12;7;5;-655.6;-413.9;483.5;0.0689
7;7;2;-1712.0;-501.3;2421.3;0.4969
13;8;2;-659.0;-478.6;360.7;0.0771
47;2;5;-523.9;-440.7;166.4;0.0762
23;3;6;-606.9;-439.6;334.6;0.0643
39;3;3;-611.4;-440.5;341.8;0.1217
24;5;8;-534.4;-410.2;248.4;0.0991
13;4;1;-804.9;-505.9;598.0;0.0541
3;5;4;-576.6;-553.6;45.9;4.7401
4;6;10;-618.8;-462.7;312.3;0.0757
4;10;8;-719.5;-413.8;611.5;0.0875
35;2;2;-626.1;-603.9;44.3;5.2602
11;7;7;-718.0;-439.1;557.8;0.0717
27;9;9;-943.1;-463.0;960.1;0.0525
25;8;10;-638.2;-466.9;342.5;0.0761
28;4;9;-705.7;-480.6;450.2;0.1004
41;10;9;-928.4;-472.2;912.2;0.0573
50;9;8;-522.7;-409.0;227.3;0.0605
13;3;10;-582.0;-459.0;246.0;0.0933
11;2;9;-602.8;-512.9;179.8;0.1178
42;2;3;-868.2;-468.8;798.8;1.1815
19;9;7;-1305.3;-450.3;1709.9;0.2355
16;4;7;-660.0;-454.6;410.7;0.0997
6;8;5;-918.8;-423.6;990.3;0.0847
9;9;4;-606.3;-551.8;109.1;4.1237
15;8;6;-2426.0;-495.2;3861.5;1.2655
18;10;3;-1074.6;-456.1;1237.0;0.6907
23;6;8;-505.9;-410.2;191.6;0.0831
30;2;4;-609.7;-497.1;225.3;0.1041
14;7;1;-776.7;-503.5;546.4;0.0461
25;3;2;-614.1;-485.3;257.5;0.1254
32;10;8;-526.8;-406.7;240.1;0.0584
38;5;9;-1089.9;-495.3;1189.1;0.2825
35;9;10;-645.6;-471.8;347.6;0.0779
41;2;1;-699.9;-594.7;210.4;0.0832
37;8;9;-2207.7;-522.9;3369.6;1.6538
1;8;9;-900.8;-470.0;861.6;0.0638
15;4;5;-1227.9;-426.0;1603.8;0.1693
48;6;8;-548.0;-408.0;280.0;0.0787
29;2;3;-572.3;-510.4;123.8;4.4864
34;4;8;-510.6;-409.4;202.4;0.1248
4;4;7;-629.2;-446.2;365.9;0.1082
19;5;4;-874.3;-531.8;685.0;0.6298
7;3;5;-664.9;-416.4;496.9;0.0792
46;6;10;-624.3;-464.2;320.3;0.0793
44;7;9;-1365.7;-490.3;1750.9;0.3882
16;8;4;-588.0;-553.1;69.8;1.6879
33;2;6;-595.1;-573.3;43.6;5.0949
17;7;3;-880.8;-438.8;883.9;0.2331
8;2;4;-775.8;-508.5;534.5;0.6933
19;10;1;-695.4;-668.2;54.3;4.4641
20;5;10;-631.8;-460.2;343.3;0.0905
22;4;9;-678.6;-478.5;400.1;0.0951
36;10;10;-611.2;-475.3;271.8;0.0738
25;2;7;-520.2;-466.9;106.7;0.151
6;4;5;-555.3;-534.2;42.2;6.2851
5;3;7;-575.7;-450.0;251.6;0.1187
11;10;5;-630.1;-417.5;425.3;0.0577
9;5;4;-983.9;-516.5;934.8;0.3941
41;3;4;-574.4;-554.1;40.6;6.7372
19;4;1;-3485.8;-604.7;5762.3;2.627
16;9;1;-796.9;-505.8;582.3;0.0487
21;8;8;-543.7;-406.3;274.8;0.0675
33;3;3;-632.6;-448.7;367.9;0.1367
17;6;6;-672.9;-436.9;472.1;0.0553
29;3;6;-678.5;-447.3;462.3;0.0731
4;8;7;-680.7;-449.3;462.7;0.0708
19;8;2;-697.3;-482.4;429.8;0.0794
16;5;2;-665.2;-479.0;372.3;0.1031
45;5;8;-511.0;-412.9;196.3;0.1039
18;7;5;-614.5;-411.4;406.3;0.0661
2;6;3;-624.8;-439.7;370.3;0.0877
35;6;9;-1008.0;-479.7;1056.6;0.07
26;2;5;-544.5;-442.8;203.4;0.0783
37;7;10;-607.1;-468.4;277.3;0.0869
42;3;6;-898.8;-452.8;892.0;0.0841
10;10;7;-637.8;-449.9;375.8;0.0583
1;4;9;-1346.3;-490.9;1711.0;0.4964
15;9;3;-974.1;-446.1;1056.0;0.2917
49;4;9;-751.3;-486.2;530.2;0.0973
46;9;9;-1620.4;-499.4;2242.0;0.7771
30;3;1;-912.2;-664.4;495.6;2.9815
14;6;4;-605.9;-552.0;107.8;3.7643
44;8;10;-1259.0;-483.5;1551.1;0.4943
39;7;8;-530.4;-406.2;248.3;0.0746
13;10;1;-969.5;-510.9;917.2;0.048
1;5;6;-1666.2;-471.9;2388.7;0.3952
2;2;4;-853.7;-521.0;665.3;0.8099
39;2;6;-571.7;-505.9;131.6;0.2457
13;5;4;-646.7;-549.9;193.5;2.4094
31;9;8;-527.3;-406.6;241.3;0.0629
20;10;9;-604.2;-580.5;47.4;7.9682
23;2;3;-534.5;-449.8;169.4;0.1064
4;9;8;-2503.7;-461.5;4084.4;1.1641
35;3;7;-852.0;-463.1;777.9;0.2297
11;6;2;-625.4;-603.1;44.6;7.2336
42;6;8;-556.5;-538.7;35.5;6.9872
10;9;5;-885.4;-527.5;715.9;5.6881
32;5;9;-773.6;-477.2;592.8;0.079
30;4;10;-587.8;-454.6;266.5;0.0866
38;10;8;-504.9;-407.4;195.1;0.0596
29;6;8;-850.0;-417.9;864.3;0.1531
12;10;3;-824.9;-447.8;754.2;0.1392
10;5;6;-660.1;-439.8;440.6;0.0607
3;9;4;-683.7;-548.6;270.1;5.4958
44;3;2;-626.1;-602.9;46.3;6.7106
17;3;8;-499.8;-414.0;171.6;0.1451
20;2;1;-675.3;-596.5;157.7;0.1708
36;3;5;-631.7;-416.6;430.2;0.0812
27;6;10;-656.4;-466.1;380.6;0.0832
25;7;9;-1172.7;-492.3;1360.7;0.239
13;9;7;-704.4;-449.5;509.8;0.0619
5;2;8;-535.5;-443.0;185.0;0.0961
48;2;3;-553.6;-451.3;204.5;0.1068
19;3;10;-572.4;-454.2;236.5;0.0882
26;5;1;-704.5;-501.4;406.1;0.0517
11;4;8;-2513.3;-454.3;4118.0;1.5749
29;8;1;-782.6;-505.6;554.0;0.0478
28;7;6;-835.7;-451.2;769.0;0.0731
42;4;2;-618.7;-482.5;272.5;0.1235
32;7;3;-665.1;-435.5;459.2;0.0937
16;2;6;-736.4;-512.4;448.0;0.2797
1;6;2;-634.9;-481.8;306.3;0.0859
8;9;7;-824.8;-457.1;735.4;0.1036
7;8;6;-681.6;-445.0;473.2;0.0537
33;8;4;-575.7;-555.6;40.3;4.4214
10;9;10;-638.2;-468.1;340.3;0.0705
12;8;9;-1082.7;-478.2;1208.9;0.0945
40;7;4;-573.1;-555.2;35.7;6.3682
41;8;3;-649.1;-437.6;422.9;0.0855
24;6;7;-1570.2;-461.7;2217.0;0.4563
17;10;8;-518.2;-405.9;224.5;0.0572
6;10;1;-807.8;-508.3;599.1;0.0441
2;4;8;-498.4;-411.0;174.8;0.1267
30;4;5;-669.5;-412.6;513.8;0.0939
2;7;10;-643.9;-459.4;369.0;0.0773
9;2;7;-513.6;-466.0;95.1;0.1466
25;5;3;-761.1;-442.1;638.0;0.1202
5;4;4;-577.9;-553.8;48.2;4.9565
6;3;6;-798.5;-449.4;698.2;0.0761
38;3;8;-508.6;-415.4;186.4;0.132
31;7;1;-763.1;-506.1;513.9;0.0479
15;2;4;-774.1;-509.3;529.6;0.3626
30;8;6;-662.4;-437.8;449.2;0.051
43;7;6;-593.7;-573.3;40.7;7.0028
26;9;2;-636.7;-481.1;311.0;0.0727
29;4;2;-610.1;-480.8;258.6;0.1189
27;6;5;-666.7;-416.2;501.0;0.0712
36;3;10;-580.2;-453.5;253.5;0.0853
42;8;1;-825.4;-508.4;634.2;0.0483
34;2;9;-617.2;-513.6;207.2;0.1048
25;10;2;-648.6;-479.0;339.2;0.0674
5;10;3;-714.9;-439.3;551.2;0.0979
19;3;5;-696.4;-423.8;545.1;0.0929
33;4;7;-611.8;-448.7;326.3;0.1066
44;4;6;-643.1;-438.8;408.5;0.0604
6;7;1;-760.0;-502.9;514.2;0.0485
20;5;5;-1253.9;-423.1;1661.8;0.272
50;6;4;-752.2;-549.3;406.0;5.9862
43;2;8;-535.2;-443.0;184.5;0.0981
19;10;10;-576.7;-558.8;35.8;7.1885
34;7;7;-655.5;-447.9;415.2;0.0704
10;2;2;-616.0;-519.3;193.4;0.0927
48;5;7;-693.7;-441.6;504.3;0.0904
9;3;8;-547.5;-417.7;259.7;0.142
47;8;7;-629.9;-453.2;353.4;0.0699
22;6;3;-737.8;-438.2;599.1;0.1173
23;9;4;-574.2;-553.6;41.3;6.4999
6;2;9;-620.5;-512.7;215.5;0.0997
26;10;4;-577.0;-554.0;45.9;4.3824
39;9;1;-697.9;-671.7;52.5;7.227
36;4;1;-916.9;-530.7;772.4;0.0672
38;6;6;-691.4;-445.7;491.4;0.0547
18;7;10;-1144.7;-476.1;1337.1;0.4444
48;9;4;-843.4;-543.8;599.3;4.2615
47;4;4;-902.1;-490.5;823.4;0.1644
23;5;7;-714.0;-441.2;545.6;0.0883
49;6;3;-672.0;-436.6;470.9;0.095
39;5;2;-607.5;-480.6;253.9;0.0934
36;8;2;-625.3;-481.8;287.0;0.0752
24;3;9;-671.8;-491.6;360.5;0.1035
2;5;7;-679.0;-438.5;481.2;0.0848
37;7;5;-629.9;-409.1;441.7;0.0674
26;2;10;-596.6;-558.4;76.5;6.9246
1;2;5;-597.0;-445.6;302.7;0.0864
21;6;1;-749.3;-506.9;484.7;0.0484
16;7;8;-537.0;-406.2;261.6;0.0732
44;8;5;-649.0;-415.5;467.1;0.0659
27;10;6;-701.2;-450.5;501.3;0.0507
45;7;2;-653.6;-483.0;341.3;0.0888
20;9;6;-662.8;-449.3;427.0;0.0544
35;4;3;-629.3;-441.0;376.7;0.1264
8;8;8;-533.1;-406.4;253.4;0.0658
28;2;8;-537.7;-443.4;188.6;0.0951
7;9;9;-1022.0;-473.8;1096.3;0.0638
3;10;7;-1779.3;-519.8;2519.1;1.6864
39;4;7;-615.2;-446.6;337.1;0.111
36;9;7;-656.2;-456.1;400.2;0.0719
13;3;5;-578.1;-424.1;307.9;0.0977
48;8;1;-745.5;-504.6;481.7;0.0488
47;5;1;-810.0;-505.3;609.5;0.0558
23;4;2;-600.4;-480.8;239.1;0.1399
49;7;6;-805.3;-446.6;717.5;0.0779
35;5;6;-663.6;-441.5;444.3;0.0589
37;10;3;-1346.1;-474.2;1743.9;0.9745
32;3;8;-501.3;-413.5;175.7;0.1597
21;7;4;-923.9;-538.2;771.5;0.7381
3;2;7;-519.3;-466.7;105.3;0.1434
20;8;3;-1006.1;-450.1;1112.0;0.3413
45;6;7;-693.5;-447.0;493.0;0.0798
8;7;10;-641.4;-465.6;351.5;0.0782
35;9;5;-614.4;-410.8;407.3;0.0611
50;7;1;-868.1;-508.7;718.8;0.0489
8;4;8;-612.2;-417.2;390.1;0.1275
7;5;9;-1797.1;-508.8;2576.7;0.8279
34;6;2;-626.3;-603.4;45.8;7.8104
10;3;7;-579.7;-454.1;251.2;0.1189
44;5;3;-533.3;-513.2;40.1;7.2559
18;8;9;-603.0;-581.0;44.0;5.2766
17;5;9;-1003.6;-473.3;1060.5;0.0942
15;4;10;-606.1;-461.4;289.3;0.0914
39;8;4;-824.4;-543.1;562.6;4.2704
36;5;4;-1129.8;-526.0;1207.7;2.0381
4;7;3;-693.0;-435.1;515.7;0.1011
44;10;2;-620.7;-480.9;279.6;0.0688
36;10;1;-723.8;-670.1;107.5;6.4085
2;9;7;-666.0;-447.2;437.7;0.0644
38;7;3;-693.8;-440.3;506.9;0.0942
48;4;2;-612.5;-484.3;256.5;0.1383
22;7;6;-783.8;-443.3;680.9;0.0551
47;9;2;-612.6;-481.7;261.9;0.0716
14;9;8;-1498.4;-424.8;2147.1;0.3991
46;6;5;-610.2;-416.2;388.1;0.0733
23;8;1;-1117.8;-655.4;924.8;4.1388
31;6;4;-674.9;-551.3;247.3;3.3261
15;3;1;-714.7;-535.2;359.0;0.0667
9;10;7;-2072.6;-491.9;3161.4;1.2117
22;2;8;-530.6;-442.9;175.6;0.1006
2;8;8;-964.1;-531.5;865.3;6.8913
30;9;3;-1189.7;-459.9;1459.5;0.581
25;4;6;-640.6;-433.4;414.3;0.0599
41;5;5;-1790.7;-464.0;2653.5;0.8863
8;5;7;-657.9;-447.7;420.4;0.0917
7;4;6;-1281.3;-454.0;1654.5;0.23
4;3;4;-841.4;-540.9;600.9;3.6883
33;5;2;-599.2;-480.5;237.4;0.0979
26;8;7;-668.8;-450.5;436.6;0.0671
43;6;3;-1456.0;-463.0;1986.0;1.2389
35;10;7;-615.9;-451.2;329.4;0.0586
29;5;7;-702.4;-440.3;524.1;0.0889
47;10;4;-790.5;-544.0;492.9;2.1258
10;6;9;-923.5;-483.0;880.9;0.0754
42;9;4;-576.7;-554.2;45.0;7.7423
12;7;10;-1269.2;-537.4;1463.5;4.1273
